Frame,Time,HMD_PosX,HMD_PosY,HMD_PosZ,HMD_RotX,HMD_RotY,HMD_RotZ,L_ctrl_PosX,L_ctrl_PosY,L_ctrl_PosZ,L_ctrl_RotX,L_ctrl_RotY,L_ctrl_RotZ,R_ctrl_PosX,R_ctrl_PosY,R_ctrl_PosZ,R_ctrl_RotX,R_ctrl_RotY,R_ctrl_RotZ,Timestamp
252,18.94405,-0.1448,0.4435,-0.2356,327.631,337.009,359.942,-0.3569,0.0282,0.2373,17.505,2.636,62.464,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:38.928
253,18.97963,-0.1397,0.4442,-0.2356,327.676,337.767,359.787,-0.3562,0.0278,0.2376,17.424,2.341,61.993,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:38.964
254,19.0139,-0.1320,0.4444,-0.2354,327.692,338.984,359.139,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:38.997
255,19.05535,-0.1248,0.4450,-0.2352,327.849,340.006,358.414,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.038
256,19.09849,-0.1190,0.4451,-0.2351,328.117,340.563,357.403,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.083
257,19.1365,-0.1153,0.4451,-0.2350,328.319,340.945,356.942,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:39.120
258,19.183,-0.1103,0.4446,-0.2343,328.708,341.611,355.996,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:39.167
259,19.22246,-0.1069,0.4446,-0.2335,329.024,342.026,355.579,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.207
260,19.26521,-0.1049,0.4444,-0.2333,329.024,342.529,355.271,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.249
261,19.30636,-0.1035,0.4447,-0.2325,329.014,342.852,355.184,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.291
262,19.34786,-0.1023,0.4444,-0.2320,328.852,343.188,355.167,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.331
263,19.39048,-0.1009,0.4440,-0.2315,328.947,343.708,355.106,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.375
264,19.43181,-0.0999,0.4433,-0.2315,329.223,344.316,354.948,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:39.415
265,19.47351,-0.0995,0.4429,-0.2320,329.660,344.787,355.000,-0.3559,0.0279,0.2371,17.428,2.343,61.990,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.457
266,19.51487,-0.0994,0.4424,-0.2322,329.868,344.802,354.979,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:39.498
267,19.55844,-0.1009,0.4421,-0.2329,330.137,344.529,355.061,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:39.542
268,19.59785,-0.1023,0.4423,-0.2329,330.057,344.110,355.172,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.581
269,19.64038,-0.1036,0.4422,-0.2332,329.941,343.703,355.322,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.625
270,19.68178,-0.1041,0.4420,-0.2331,329.930,343.730,355.319,-0.3559,0.0279,0.2371,17.428,2.343,61.990,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.665
271,19.72413,-0.1046,0.4417,-0.2336,329.989,343.653,355.395,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.708
272,19.76481,-0.1049,0.4415,-0.2341,330.051,343.684,355.482,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.748
273,19.80645,-0.1049,0.4416,-0.2347,330.034,343.716,355.489,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:39.790
274,19.85551,-0.1046,0.4420,-0.2354,329.834,343.627,355.632,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.840
275,19.88981,-0.1044,0.4421,-0.2358,329.798,343.609,355.660,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:39.874
276,19.9352,-0.1041,0.4420,-0.2359,329.855,343.538,355.701,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.919
277,19.97246,-0.1037,0.4420,-0.2359,330.009,343.574,355.651,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:39.956
278,20.01407,-0.1034,0.4417,-0.2359,330.263,343.723,355.526,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.914,9.684,45.365,01-08 17:52:39.999
279,20.0558,-0.1032,0.4413,-0.2355,330.255,343.691,355.569,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.039
280,20.09812,-0.1031,0.4411,-0.2353,330.365,343.675,355.574,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.083
281,20.13995,-0.1031,0.4410,-0.2350,330.460,343.550,355.647,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.123
282,20.1818,-0.1033,0.4408,-0.2348,330.473,343.535,355.602,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.166
283,20.22349,-0.1038,0.4408,-0.2346,330.391,343.492,355.559,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.208
284,20.26537,-0.1043,0.4408,-0.2346,330.349,343.331,355.653,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.250
285,20.30685,-0.1047,0.4404,-0.2347,330.431,343.088,355.817,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.291
286,20.34814,-0.1050,0.4398,-0.2352,330.694,342.914,355.892,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:40.333
287,20.39038,-0.1054,0.4394,-0.2356,330.896,342.766,355.963,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.375
288,20.43149,-0.1057,0.4390,-0.2361,330.986,342.597,356.035,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.415
289,20.47235,-0.1060,0.4388,-0.2367,331.139,342.582,355.978,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.456
290,20.51541,-0.1063,0.4386,-0.2372,331.139,342.409,356.027,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.500
291,20.55708,-0.1065,0.4386,-0.2377,331.080,342.290,356.113,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.541
292,20.59921,-0.1065,0.4386,-0.2382,331.099,342.288,356.142,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:40.583
293,20.64261,-0.1063,0.4386,-0.2386,331.071,342.296,356.243,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:40.627
294,20.68211,-0.1061,0.4384,-0.2390,331.187,342.377,356.191,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.666
295,20.72335,-0.1058,0.4384,-0.2394,331.183,342.420,356.210,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.707
296,20.76511,-0.1057,0.4385,-0.2394,331.169,342.467,356.175,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.749
297,20.80688,-0.1056,0.4385,-0.2394,331.171,342.379,356.192,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.791
298,20.85046,-0.1054,0.4384,-0.2393,331.288,342.444,356.168,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.835
299,20.89122,-0.1052,0.4381,-0.2393,331.469,342.490,356.174,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.876
300,20.93157,-0.1051,0.4377,-0.2393,331.607,342.634,356.089,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.916
301,20.97273,-0.1048,0.4374,-0.2393,331.779,342.594,356.081,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:40.957
302,21.01468,-0.1048,0.4371,-0.2396,331.918,342.639,356.080,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:40.998
303,21.05587,-0.1050,0.4372,-0.2395,331.918,342.507,356.087,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.040
304,21.09757,-0.1052,0.4373,-0.2397,331.837,342.379,356.169,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.082
305,21.14304,-0.1055,0.4377,-0.2396,331.685,342.438,356.175,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.127
306,21.17947,-0.1056,0.4377,-0.2397,331.697,342.388,356.205,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.164
307,21.22414,-0.1058,0.4377,-0.2401,331.694,342.254,356.296,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.207
308,21.26505,-0.1060,0.4373,-0.2403,331.885,342.256,356.247,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.249
309,21.30927,-0.1061,0.4371,-0.2404,331.973,342.269,356.272,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.293
310,21.37453,-0.1062,0.4370,-0.2405,331.943,342.242,356.306,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.359
311,21.4213,-0.1065,0.4370,-0.2406,331.997,342.151,356.372,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.406
312,21.45881,-0.1068,0.4369,-0.2407,332.087,342.101,356.396,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.443
313,21.49991,-0.1070,0.4369,-0.2409,332.065,341.943,356.436,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:41.483
314,21.54491,-0.1071,0.4369,-0.2410,332.097,341.948,356.424,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.529
315,21.58456,-0.1072,0.4368,-0.2410,332.172,341.972,356.426,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.568
316,21.62824,-0.1071,0.4367,-0.2410,332.161,341.987,356.500,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:41.612
317,21.66831,-0.1072,0.4363,-0.2410,332.259,342.062,356.476,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.652
318,21.7098,-0.1071,0.4360,-0.2410,332.348,342.080,356.539,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:41.693
319,21.75115,-0.1068,0.4357,-0.2411,332.544,342.224,356.468,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:41.736
320,21.79283,-0.1067,0.4354,-0.2411,332.633,342.141,356.451,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.777
321,21.83496,-0.1068,0.4352,-0.2412,332.751,342.110,356.443,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.819
322,21.87676,-0.1072,0.4353,-0.2413,332.635,341.991,356.443,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.860
323,21.91733,-0.1079,0.4361,-0.2413,332.199,341.855,356.480,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.901
324,21.95921,-0.1088,0.4371,-0.2413,331.585,341.524,356.533,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.942
325,22.00092,-0.1096,0.4379,-0.2414,330.905,341.217,356.604,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:41.985
326,22.04337,-0.1102,0.4387,-0.2416,330.295,340.701,356.966,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.027
327,22.08427,-0.1107,0.4389,-0.2422,330.188,340.734,356.964,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.069
328,22.12592,-0.1109,0.4391,-0.2427,330.360,340.747,356.936,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.109
329,22.16943,-0.1108,0.4387,-0.2431,330.637,340.953,356.791,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.153
330,22.21011,-0.1106,0.4384,-0.2435,330.714,340.980,356.850,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.193
331,22.25174,-0.1105,0.4382,-0.2434,330.738,340.935,356.797,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.236
332,22.29365,-0.1105,0.4383,-0.2434,330.756,340.941,356.867,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.277
333,22.33629,-0.1105,0.4383,-0.2434,330.756,340.967,356.811,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.321
334,22.37703,-0.1104,0.4382,-0.2434,330.804,340.991,356.806,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.361
335,22.41791,-0.1102,0.4380,-0.2434,330.974,341.050,356.799,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.403
336,22.45935,-0.1101,0.4378,-0.2434,330.986,341.171,356.796,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.443
337,22.50143,-0.1100,0.4377,-0.2433,330.988,341.054,356.855,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.486
338,22.54436,-0.1099,0.4375,-0.2435,331.181,341.149,356.791,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.529
339,22.58624,-0.1099,0.4375,-0.2434,331.157,341.052,356.820,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.570
340,22.62828,-0.1099,0.4375,-0.2435,331.168,341.062,356.817,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.612
341,22.66989,-0.1100,0.4374,-0.2437,331.253,341.030,356.754,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.653
342,22.71196,-0.1101,0.4375,-0.2438,331.223,340.973,356.802,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:42.696
343,22.7524,-0.1103,0.4376,-0.2440,331.172,340.873,356.907,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:42.737
344,22.79484,-0.1107,0.4375,-0.2443,331.231,340.874,356.847,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:42.779
345,22.83525,-0.1109,0.4377,-0.2446,331.097,340.788,356.923,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:42.818
346,22.87631,-0.1113,0.4378,-0.2448,331.020,340.762,356.932,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.860
347,22.91799,-0.1115,0.4378,-0.2452,331.040,340.590,357.001,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.902
348,22.95996,-0.1117,0.4378,-0.2454,331.142,340.569,356.989,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.944
349,23.00195,-0.1118,0.4378,-0.2457,331.111,340.498,357.077,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:42.986
350,23.04323,-0.1119,0.4377,-0.2459,331.123,340.521,357.048,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.027
351,23.11571,-0.1120,0.4376,-0.2460,331.164,340.452,357.118,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.100
352,23.15471,-0.1120,0.4375,-0.2462,331.259,340.375,357.100,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.139
353,23.19666,-0.1119,0.4374,-0.2462,331.288,340.376,357.121,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.180
354,23.24153,-0.1119,0.4373,-0.2461,331.328,340.404,357.106,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:43.226
355,23.27971,-0.1119,0.4371,-0.2462,331.430,340.341,357.095,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:43.264
356,23.32163,-0.1119,0.4370,-0.2462,331.433,340.266,357.143,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.306
357,23.3663,-0.1120,0.4369,-0.2462,331.480,340.357,357.078,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.350
358,23.40514,-0.1121,0.4369,-0.2462,331.510,340.284,357.050,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.390
359,23.44633,-0.1122,0.4367,-0.2463,331.576,340.262,357.034,-0.3559,0.0279,0.2371,17.428,2.343,61.990,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.431
360,23.48897,-0.1125,0.4365,-0.2466,331.696,340.209,356.986,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.473
361,23.52872,-0.1127,0.4365,-0.2467,331.662,340.131,357.008,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.513
362,23.57169,-0.1129,0.4366,-0.2469,331.544,340.030,357.066,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:43.556
363,23.61208,-0.1133,0.4369,-0.2471,331.443,339.894,357.119,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:43.596
364,23.65365,-0.1135,0.4371,-0.2473,331.264,339.777,357.232,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.637
365,23.69543,-0.1138,0.4374,-0.2478,331.189,339.815,357.090,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.679
366,23.73684,-0.1138,0.4379,-0.2481,330.916,339.793,357.110,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.720
367,23.77898,-0.1139,0.4386,-0.2483,330.494,339.647,357.112,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.763
368,23.82155,-0.1144,0.4393,-0.2486,329.977,339.494,357.148,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.805
369,23.86248,-0.1147,0.4406,-0.2486,328.669,338.776,357.680,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:43.847
370,23.89751,-0.1150,0.4412,-0.2488,327.945,338.378,357.861,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.881
371,23.93307,-0.1164,0.4432,-0.2496,326.212,337.297,358.427,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.917
372,23.97408,-0.1179,0.4451,-0.2504,324.784,336.342,358.906,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:43.958
373,24.01639,-0.1192,0.4469,-0.2520,323.833,335.084,359.525,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.000
374,24.05775,-0.1209,0.4480,-0.2544,323.231,334.156,359.923,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:44.042
375,24.10211,-0.1220,0.4483,-0.2572,323.491,333.733,359.845,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:44.086
376,24.14099,-0.1231,0.4491,-0.2601,323.533,333.187,359.983,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:44.125
377,24.18316,-0.1242,0.4496,-0.2629,323.323,332.457,0.183,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.167
378,24.22388,-0.1261,0.4511,-0.2658,322.753,331.808,0.250,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:44.207
379,24.26571,-0.1278,0.4535,-0.2683,321.608,330.391,0.889,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.250
380,24.30781,-0.1298,0.4555,-0.2705,320.186,329.301,1.366,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.291
381,24.34944,-0.1316,0.4574,-0.2722,318.719,328.490,1.463,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.333
382,24.39424,-0.1324,0.4589,-0.2734,317.634,328.103,1.802,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.378
383,24.43522,-0.1309,0.4588,-0.2737,318.438,327.927,2.557,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.418
