Frame,Time,HMD_PosX,HMD_PosY,HMD_PosZ,HMD_RotX,HMD_RotY,HMD_RotZ,L_ctrl_PosX,L_ctrl_PosY,L_ctrl_PosZ,L_ctrl_RotX,L_ctrl_RotY,L_ctrl_RotZ,R_ctrl_PosX,R_ctrl_PosY,R_ctrl_PosZ,R_ctrl_RotX,R_ctrl_RotY,R_ctrl_RotZ,Timestamp
523,52.70893,0.2743,0.7134,-0.4379,23.387,19.512,0.591,0.2462,0.1930,-0.2106,27.497,5.899,349.868,0.4723,0.2004,-0.3312,35.209,39.104,11.137,01-08 18:53:30.263
524,52.75051,0.2732,0.7123,-0.4286,24.598,16.539,0.134,0.2214,0.1841,-0.2108,25.677,357.304,345.798,0.4563,0.1958,-0.3136,33.708,40.092,16.746,01-08 18:53:30.306
525,52.79222,0.2704,0.7114,-0.4193,25.344,14.060,359.539,0.1966,0.1732,-0.2076,25.473,343.999,335.871,0.4404,0.1936,-0.2971,31.895,40.926,19.176,01-08 18:53:30.347
526,52.83405,0.2668,0.7108,-0.4101,25.771,11.686,359.184,0.1731,0.1619,-0.2036,26.535,333.890,325.879,0.4224,0.1920,-0.2820,29.016,41.160,22.745,01-08 18:53:30.388
527,52.87569,0.2609,0.7100,-0.4002,25.344,10.080,359.539,0.1467,0.1598,-0.2012,23.766,333.404,325.357,0.4020,0.1961,-0.2670,25.293,38.070,22.629,01-08 18:53:30.430
528,52.91716,0.2545,0.7085,-0.3894,25.105,8.540,359.331,0.1165,0.1570,-0.1934,26.347,333.117,333.100,0.3843,0.1942,-0.2483,25.188,38.060,28.439,01-08 18:53:30.471
529,52.95922,0.2479,0.7071,-0.3779,24.683,7.162,359.339,0.0901,0.1531,-0.1821,27.115,328.133,332.374,0.3679,0.1924,-0.2283,23.632,38.233,31.313,01-08 18:53:30.513
530,53.00119,0.2401,0.7035,-0.3664,25.350,6.367,358.870,0.0661,0.1537,-0.1692,22.887,323.531,332.082,0.3522,0.1917,-0.2074,21.656,36.125,31.945,01-08 18:53:30.555
531,53.04234,0.2319,0.7017,-0.3510,25.690,6.921,358.997,0.0506,0.1546,-0.1501,22.136,324.788,333.213,0.3378,0.1918,-0.1819,18.625,34.166,29.587,01-08 18:53:30.597
532,53.08379,0.2239,0.7000,-0.3332,24.662,7.223,359.238,0.0357,0.1572,-0.1287,17.237,324.525,334.026,0.3217,0.1925,-0.1538,15.391,34.437,27.972,01-08 18:53:30.638
533,53.1261,0.2145,0.6987,-0.3146,23.921,7.366,359.098,0.0237,0.1583,-0.1023,14.713,325.832,331.205,0.3019,0.1896,-0.1234,12.519,32.123,29.585,01-08 18:53:30.681
534,53.16769,0.2047,0.6975,-0.2930,23.157,7.226,359.007,0.0131,0.1604,-0.0738,10.385,327.370,331.515,0.2835,0.1851,-0.0898,10.148,31.106,28.234,01-08 18:53:30.721
535,53.20913,0.1948,0.6966,-0.2671,22.080,6.929,358.885,0.0099,0.1613,-0.0369,9.055,331.116,332.928,0.2651,0.1786,-0.0474,11.044,31.849,30.497,01-08 18:53:30.762
536,53.25035,0.1849,0.6974,-0.2389,21.236,6.540,358.474,0.0087,0.1607,0.0002,8.884,336.250,329.053,0.2459,0.1714,-0.0056,10.670,32.211,30.901,01-08 18:53:30.804
537,53.29261,0.1752,0.6971,-0.2100,18.916,5.935,357.706,0.0067,0.1632,0.0372,6.535,338.783,328.340,0.2286,0.1609,0.0367,12.468,35.141,31.544,01-08 18:53:30.847
538,53.3341,0.1664,0.6982,-0.1826,18.851,5.488,357.216,0.0061,0.1644,0.0736,4.636,340.936,329.339,0.2115,0.1468,0.0782,16.110,36.585,32.198,01-08 18:53:30.888
539,53.37576,0.1586,0.6982,-0.1591,19.239,4.887,356.816,0.0135,0.1553,0.1093,8.801,346.941,326.474,0.1885,0.1266,0.1163,20.143,30.595,35.145,01-08 18:53:30.930
540,53.41737,0.1515,0.7011,-0.1366,19.049,4.082,356.524,0.0169,0.1450,0.1401,10.739,349.462,324.572,0.1697,0.1050,0.1512,21.867,31.086,51.118,01-08 18:53:30.972
541,53.45927,0.1458,0.7036,-0.1162,18.025,3.608,355.510,0.0194,0.1331,0.1629,10.130,348.297,320.678,0.1629,0.0936,0.1695,14.680,36.525,48.280,01-08 18:53:31.014
542,53.50133,0.1412,0.7058,-0.0969,16.877,3.480,354.678,0.0247,0.1192,0.1822,12.059,349.641,317.322,0.1604,0.0802,0.1909,13.748,40.956,51.183,01-08 18:53:31.055
543,53.54245,0.1381,0.7064,-0.0817,16.317,3.960,353.842,0.0309,0.1073,0.1910,10.603,350.802,313.879,0.1571,0.0725,0.2058,7.192,39.458,55.484,01-08 18:53:31.096
544,53.58392,0.1362,0.7060,-0.0671,15.508,4.375,353.818,0.0377,0.0957,0.1993,8.208,352.516,308.873,0.1585,0.0647,0.2183,6.094,41.978,58.335,01-08 18:53:31.138
545,53.62569,0.1350,0.7053,-0.0544,15.175,4.804,353.622,0.0435,0.0836,0.2078,8.123,355.465,305.914,0.1615,0.0579,0.2289,7.029,45.926,59.194,01-08 18:53:31.179
546,53.66862,0.1346,0.7045,-0.0430,14.874,5.185,353.373,0.0485,0.0719,0.2172,12.454,357.713,305.609,0.1623,0.0534,0.2364,7.830,44.533,57.291,01-08 18:53:31.223
547,53.7091,0.1356,0.7034,-0.0352,14.633,5.548,353.609,0.0527,0.0656,0.2228,16.489,356.788,307.005,0.1618,0.0455,0.2423,3.507,41.848,62.261,01-08 18:53:31.263
548,53.75042,0.1367,0.7025,-0.0282,14.202,5.626,353.647,0.0571,0.0601,0.2282,18.303,356.800,307.582,0.1632,0.0364,0.2464,4.171,40.340,65.098,01-08 18:53:31.305
549,53.79216,0.1386,0.7019,-0.0224,13.805,5.635,353.579,0.0620,0.0562,0.2326,17.784,358.004,307.024,0.1679,0.0284,0.2488,4.888,41.750,64.433,01-08 18:53:31.346
550,53.83469,0.1402,0.7025,-0.0178,13.709,5.739,353.380,0.0674,0.0528,0.2348,16.159,0.615,308.028,0.1714,0.0235,0.2499,3.507,41.011,61.101,01-08 18:53:31.388
551,53.87596,0.1423,0.7044,-0.0139,12.588,6.022,353.165,0.0708,0.0475,0.2326,12.182,358.800,299.043,0.1737,0.0200,0.2480,3.608,41.408,63.734,01-08 18:53:31.430
552,53.91726,0.1440,0.7052,-0.0112,12.071,6.191,353.182,0.0713,0.0416,0.2349,15.652,358.493,300.953,0.1745,0.0150,0.2458,3.925,40.221,66.359,01-08 18:53:31.472
553,53.95889,0.1455,0.7057,-0.0094,11.504,6.319,353.212,0.0717,0.0368,0.2360,16.565,355.698,301.654,0.1760,0.0089,0.2432,3.275,40.162,67.949,01-08 18:53:31.513
554,54.00118,0.1469,0.7057,-0.0088,10.994,6.501,353.302,0.0724,0.0318,0.2365,14.963,355.482,299.218,0.1799,0.0162,0.2394,359.856,42.112,51.233,01-08 18:53:31.555
555,54.04205,0.1485,0.7052,-0.0098,10.420,6.684,353.636,0.0745,0.0252,0.2380,10.986,353.808,291.779,0.1755,0.0168,0.2420,359.713,41.857,61.929,01-08 18:53:31.597
556,54.08363,0.1504,0.7054,-0.0122,9.849,6.848,354.139,0.0781,0.0188,0.2404,18.812,353.337,292.331,0.1723,0.0176,0.2393,355.065,42.256,63.906,01-08 18:53:31.637
557,54.12531,0.1525,0.7057,-0.0158,9.106,7.039,354.548,0.0828,0.0122,0.2406,20.032,353.731,289.714,0.1714,0.0175,0.2358,352.825,42.802,64.391,01-08 18:53:31.679
558,54.16742,0.1546,0.7064,-0.0208,8.514,7.057,354.825,0.0891,0.0051,0.2408,23.009,354.973,283.627,0.1735,0.0133,0.2294,347.771,46.394,51.980,01-08 18:53:31.722
559,54.20892,0.1574,0.7092,-0.0268,7.512,6.883,355.415,0.0911,0.0085,0.2482,23.762,356.727,308.568,0.1815,0.0150,0.2377,9.845,42.453,49.047,01-08 18:53:31.763
560,54.2504,0.1598,0.7127,-0.0339,6.563,6.667,355.573,0.0877,0.0125,0.2437,3.614,349.341,297.430,0.1871,0.0183,0.2369,9.626,41.972,44.581,01-08 18:53:31.804
561,54.29199,0.1624,0.7172,-0.0413,5.695,6.727,355.648,0.0880,0.0130,0.2416,2.848,346.482,306.449,0.1854,0.0147,0.2367,4.484,46.646,54.700,01-08 18:53:31.847
562,54.33431,0.1649,0.7219,-0.0494,4.543,6.536,355.744,0.0871,0.0140,0.2379,357.541,344.262,314.893,0.1803,0.0158,0.2368,2.182,44.814,55.811,01-08 18:53:31.889
563,54.37592,0.1677,0.7257,-0.0579,3.456,5.829,356.172,0.0947,0.0318,0.2297,3.662,347.783,300.769,0.1851,0.0178,0.2360,6.927,44.648,51.350,01-08 18:53:31.930
564,54.41713,0.1710,0.7283,-0.0669,2.678,4.935,356.690,0.0954,0.0315,0.2339,4.763,347.266,301.377,0.1819,0.0167,0.2363,3.553,45.025,54.860,01-08 18:53:31.972
565,54.45886,0.1742,0.7296,-0.0765,2.449,3.839,356.980,0.0963,0.0347,0.2342,7.798,348.129,304.801,0.1842,0.0162,0.2363,6.026,44.810,52.390,01-08 18:53:32.013
566,54.50119,0.1782,0.7302,-0.0864,2.389,2.686,357.293,0.0960,0.0341,0.2340,5.339,347.512,302.228,0.1823,0.0156,0.2364,4.124,45.002,54.364,01-08 18:53:32.056
567,54.54253,0.1830,0.7302,-0.0965,2.366,1.803,357.560,0.0969,0.0351,0.2337,5.364,347.708,302.578,0.1831,0.0154,0.2365,4.964,44.916,53.455,01-08 18:53:32.097
568,54.58384,0.1875,0.7301,-0.1067,2.237,1.050,357.471,0.0973,0.0356,0.2334,5.355,347.888,302.886,0.1830,0.0153,0.2364,4.848,44.925,53.582,01-08 18:53:32.139
569,54.62529,0.1924,0.7299,-0.1167,1.855,0.448,357.222,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1831,0.0152,0.2364,4.828,44.929,53.603,01-08 18:53:32.180
570,54.66776,0.1972,0.7303,-0.1264,1.485,359.859,356.911,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1832,0.0152,0.2363,4.890,44.920,53.536,01-08 18:53:32.221
571,54.7088,0.2017,0.7308,-0.1355,0.947,359.612,356.274,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1834,0.0153,0.2366,4.857,44.923,53.572,01-08 18:53:32.263
572,54.75065,0.2059,0.7316,-0.1442,0.440,359.578,355.524,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1833,0.0155,0.2366,4.850,44.924,53.579,01-08 18:53:32.305
573,54.79358,0.2093,0.7320,-0.1525,359.700,359.651,355.107,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1834,0.0156,0.2366,4.865,44.923,53.564,01-08 18:53:32.347
574,54.83876,0.2122,0.7327,-0.1607,358.809,359.444,354.784,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1834,0.0156,0.2367,4.861,44.924,53.569,01-08 18:53:32.393
575,54.87695,0.2142,0.7324,-0.1684,357.956,358.879,354.509,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1835,0.0156,0.2367,4.862,44.923,53.566,01-08 18:53:32.431
576,54.91874,0.2159,0.7325,-0.1759,357.485,358.216,354.321,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.855,44.925,53.572,01-08 18:53:32.473
577,54.96013,0.2178,0.7323,-0.1829,357.076,357.566,354.176,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.858,44.924,53.569,01-08 18:53:32.514
578,55.00278,0.2196,0.7323,-0.1896,356.805,356.851,354.177,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.862,44.924,53.564,01-08 18:53:32.557
579,55.04353,0.2214,0.7321,-0.1954,356.449,355.991,354.170,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.924,53.564,01-08 18:53:32.598
580,55.08489,0.2235,0.7316,-0.2008,356.107,355.287,354.088,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.862,44.924,53.564,01-08 18:53:32.640
581,55.12637,0.2258,0.7311,-0.2058,355.770,354.578,353.963,0.0942,0.0333,0.2333,5.280,348.220,303.440,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:32.680
582,55.16771,0.2283,0.7305,-0.2100,355.532,354.117,353.513,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:32.722
583,55.21225,0.2307,0.7295,-0.2136,355.676,354.326,352.833,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:32.767
584,55.25142,0.2322,0.7289,-0.2168,355.708,354.450,352.608,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:32.806
585,55.29958,0.2332,0.7285,-0.2196,355.681,354.627,352.669,0.0942,0.0333,0.2333,5.280,348.220,303.440,0.1836,0.0156,0.2367,4.862,44.924,53.564,01-08 18:53:32.854
586,55.33515,0.2340,0.7281,-0.2219,355.722,354.674,352.866,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:32.888
587,55.37595,0.2344,0.7285,-0.2234,355.805,354.700,352.980,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:32.931
588,55.4186,0.2346,0.7288,-0.2247,355.816,354.939,353.053,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:32.973
589,55.45968,0.2344,0.7291,-0.2257,355.842,355.109,353.179,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.013
590,55.5026,0.2342,0.7291,-0.2263,355.951,355.301,353.390,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.924,53.564,01-08 18:53:33.057
591,55.5474,0.2336,0.7294,-0.2265,355.974,355.433,353.685,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.862,44.925,53.564,01-08 18:53:33.101
592,55.58375,0.2332,0.7295,-0.2264,356.081,355.471,353.829,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.138
593,55.62563,0.2325,0.7298,-0.2257,356.134,355.563,354.012,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:33.180
594,55.66811,0.2322,0.7299,-0.2247,356.223,355.792,354.173,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.222
595,55.71453,0.2331,0.7285,-0.2227,356.987,356.555,353.798,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.269
596,55.75159,0.2352,0.7250,-0.2201,359.023,357.998,353.012,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.862,44.925,53.564,01-08 18:53:33.306
597,55.79705,0.2398,0.7199,-0.2160,2.128,0.856,352.080,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.351
598,55.83526,0.2444,0.7124,-0.2112,6.220,4.282,351.583,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.390
599,55.87577,0.2468,0.7022,-0.2059,11.689,7.173,351.376,0.0942,0.0333,0.2333,5.280,348.220,303.440,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.431
600,55.91711,0.2486,0.6929,-0.1990,16.066,8.827,350.970,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.924,53.564,01-08 18:53:33.472
601,55.95898,0.2495,0.6846,-0.1915,19.591,9.900,351.718,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.512
602,56.00138,0.2510,0.6770,-0.1824,22.372,10.733,352.002,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.556
603,56.04816,0.2531,0.6695,-0.1721,24.371,10.904,351.853,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.602
604,56.08365,0.2562,0.6624,-0.1618,26.282,11.652,351.631,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:33.637
605,56.12538,0.2601,0.6547,-0.1509,28.115,12.600,351.284,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.679
606,56.16821,0.2643,0.6475,-0.1400,30.022,13.919,351.421,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.924,53.564,01-08 18:53:33.723
607,56.20885,0.2674,0.6404,-0.1288,31.513,15.062,351.728,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.862,44.924,53.564,01-08 18:53:33.762
608,56.25,0.2704,0.6337,-0.1182,32.999,15.756,352.001,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.805
609,56.2921,0.2731,0.6279,-0.1080,34.062,16.651,352.624,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.924,53.564,01-08 18:53:33.847
610,56.33534,0.2748,0.6225,-0.0992,35.054,17.137,352.990,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.890
611,56.37685,0.2756,0.6193,-0.0909,35.844,17.011,353.323,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:33.931
612,56.41733,0.2760,0.6164,-0.0838,36.329,17.107,353.631,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:33.971
613,56.4599,0.2755,0.6144,-0.0775,36.751,16.990,353.914,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:34.014
614,56.50201,0.2751,0.6127,-0.0719,37.069,17.105,354.398,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.565,01-08 18:53:34.057
615,56.54397,0.2740,0.6116,-0.0674,37.182,16.937,354.732,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.924,53.564,01-08 18:53:34.099
616,56.58448,0.2729,0.6106,-0.0633,37.378,16.757,355.120,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:34.139
617,56.62647,0.2715,0.6098,-0.0597,37.351,16.515,355.333,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:34.181
618,56.6675,0.2701,0.6091,-0.0567,37.377,16.164,355.519,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.924,53.564,01-08 18:53:34.222
619,56.70889,0.2688,0.6090,-0.0541,37.073,15.572,355.518,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:34.262
620,56.75038,0.2677,0.6103,-0.0518,36.393,15.103,355.612,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:34.304
621,56.79242,0.2663,0.6133,-0.0495,35.046,14.482,355.810,0.0942,0.0333,0.2333,5.280,348.220,303.439,0.1836,0.0156,0.2367,4.861,44.925,53.564,01-08 18:53:34.347
