Frame,Time,HMD_PosX,HMD_PosY,HMD_PosZ,HMD_RotX,HMD_RotY,HMD_RotZ,L_ctrl_PosX,L_ctrl_PosY,L_ctrl_PosZ,L_ctrl_RotX,L_ctrl_RotY,L_ctrl_RotZ,R_ctrl_PosX,R_ctrl_PosY,R_ctrl_PosZ,R_ctrl_RotX,R_ctrl_RotY,R_ctrl_RotZ,Timestamp
257,41.62578,0.2798,0.7671,-0.7384,358.993,359.170,3.773,-0.2169,0.4431,-0.5068,7.872,312.194,313.366,0.5366,0.6643,-0.5349,315.241,39.560,347.205,01-08 18:53:19.179
258,41.66784,0.2787,0.7663,-0.7371,359.445,359.461,4.641,-0.2173,0.5018,-0.5081,359.783,312.776,312.928,0.5284,0.6219,-0.5026,322.721,31.639,357.192,01-08 18:53:19.222
259,41.70936,0.2772,0.7659,-0.7359,359.791,359.341,4.725,-0.2112,0.5542,-0.5126,353.745,314.024,312.780,0.5225,0.5723,-0.4677,334.229,25.387,3.994,01-08 18:53:19.263
260,41.75126,0.2757,0.7651,-0.7356,0.155,359.053,4.374,-0.1998,0.6037,-0.5202,345.534,315.177,312.752,0.5193,0.5146,-0.4348,349.076,21.839,5.002,01-08 18:53:19.305
261,41.79274,0.2742,0.7650,-0.7352,0.468,358.739,3.874,-0.1859,0.6513,-0.5303,336.705,315.474,315.219,0.5116,0.4541,-0.4045,2.703,19.841,11.228,01-08 18:53:19.347
262,41.83456,0.2731,0.7645,-0.7352,0.441,358.272,3.236,-0.1660,0.6854,-0.5493,328.365,313.879,323.400,0.5001,0.3951,-0.3871,12.192,17.111,16.678,01-08 18:53:19.388
263,41.87606,0.2723,0.7645,-0.7355,0.519,357.907,2.828,-0.1497,0.7107,-0.5700,317.905,309.623,332.543,0.4833,0.3456,-0.3772,21.452,11.183,29.577,01-08 18:53:19.430
264,41.91794,0.2717,0.7647,-0.7356,0.478,357.732,2.307,-0.1370,0.7209,-0.5904,309.134,300.493,344.037,0.4801,0.3205,-0.3747,28.396,8.304,30.196,01-08 18:53:19.472
265,41.95936,0.2719,0.7650,-0.7356,0.340,357.664,1.796,-0.1266,0.7201,-0.6078,302.678,285.474,0.536,0.4798,0.3135,-0.3736,34.382,6.205,29.250,01-08 18:53:19.514
266,42.00116,0.2726,0.7654,-0.7355,0.065,357.725,1.347,-0.1184,0.7050,-0.6201,300.362,271.645,16.463,0.4832,0.3310,-0.3689,36.882,5.579,23.465,01-08 18:53:19.555
267,42.0427,0.2742,0.7663,-0.7341,359.765,357.967,0.700,-0.1198,0.6648,-0.6140,303.559,271.600,19.486,0.4818,0.3897,-0.3650,22.174,6.027,36.828,01-08 18:53:19.597
268,42.08451,0.2750,0.7659,-0.7336,359.772,358.294,0.093,-0.1243,0.6276,-0.6004,307.590,275.912,15.856,0.4827,0.4410,-0.3610,16.216,4.812,35.052,01-08 18:53:19.638
269,42.1258,0.2765,0.7660,-0.7331,0.026,358.864,359.746,-0.1327,0.5851,-0.5782,314.127,281.532,7.992,0.4842,0.4994,-0.3612,8.706,3.849,32.671,01-08 18:53:19.680
270,42.1679,0.2775,0.7662,-0.7325,0.055,359.505,0.174,-0.1491,0.5261,-0.5419,329.244,292.301,356.186,0.4863,0.5667,-0.3722,356.111,5.228,30.578,01-08 18:53:19.722
271,42.20914,0.2786,0.7665,-0.7315,359.785,0.323,1.108,-0.1577,0.4633,-0.5106,343.654,299.566,346.154,0.4891,0.6277,-0.3931,342.446,7.025,27.856,01-08 18:53:19.763
272,42.25105,0.2799,0.7662,-0.7310,359.600,1.496,2.465,-0.1589,0.4022,-0.4855,354.617,303.965,336.666,0.4963,0.6816,-0.4239,328.408,14.103,18.913,01-08 18:53:19.805
273,42.29272,0.2809,0.7669,-0.7300,359.293,3.216,4.128,-0.1560,0.3473,-0.4651,8.150,310.215,327.911,0.5037,0.7193,-0.4624,317.006,26.228,5.714,01-08 18:53:19.846
274,42.33453,0.2803,0.7668,-0.7288,358.831,5.023,6.659,-0.1525,0.3297,-0.4663,12.390,313.599,325.517,0.5050,0.7242,-0.5102,307.827,39.344,350.509,01-08 18:53:19.888
275,42.37669,0.2782,0.7665,-0.7272,358.622,6.077,9.584,-0.1568,0.3309,-0.4664,18.984,312.932,320.528,0.5012,0.7134,-0.5451,302.105,51.353,339.017,01-08 18:53:19.931
276,42.41816,0.2751,0.7648,-0.7264,358.841,6.177,12.808,-0.1581,0.3632,-0.4649,11.159,315.330,315.609,0.4937,0.6946,-0.5649,298.237,67.015,330.559,01-08 18:53:19.972
277,42.45891,0.2721,0.7652,-0.7254,358.542,5.970,15.226,-0.1589,0.4043,-0.4632,8.565,317.359,314.502,0.4825,0.6678,-0.5691,295.638,76.651,329.768,01-08 18:53:20.013
278,42.50075,0.2698,0.7651,-0.7248,357.810,5.485,17.730,-0.1569,0.4665,-0.4653,358.409,318.099,317.106,0.4732,0.6326,-0.5491,298.594,58.823,347.818,01-08 18:53:20.055
279,42.5425,0.2686,0.7647,-0.7252,357.436,5.747,19.417,-0.1498,0.5238,-0.4752,348.408,317.808,317.418,0.4687,0.5944,-0.5181,309.787,40.109,2.870,01-08 18:53:20.096
280,42.58429,0.2675,0.7644,-0.7263,357.912,5.404,19.333,-0.1359,0.5819,-0.4926,337.020,317.488,321.049,0.4643,0.5444,-0.4771,326.441,26.531,14.102,01-08 18:53:20.138
281,42.62588,0.2654,0.7640,-0.7282,358.660,3.662,17.160,-0.1196,0.6341,-0.5173,324.776,314.552,328.162,0.4590,0.4827,-0.4357,344.741,19.038,22.928,01-08 18:53:20.179
282,42.66767,0.2641,0.7636,-0.7309,0.029,0.319,12.393,-0.0992,0.6649,-0.5515,313.988,310.887,337.855,0.4549,0.4085,-0.4077,4.150,12.898,25.564,01-08 18:53:20.221
283,42.70945,0.2640,0.7641,-0.7333,0.321,357.759,8.986,-0.0838,0.6819,-0.5832,304.465,302.074,351.174,0.4580,0.3571,-0.3946,19.207,8.730,15.635,01-08 18:53:20.263
284,42.75116,0.2643,0.7650,-0.7368,0.169,356.038,6.319,-0.0730,0.6826,-0.6075,299.667,291.276,4.311,0.4580,0.3228,-0.3846,26.133,7.441,17.380,01-08 18:53:20.306
285,42.79281,0.2642,0.7650,-0.7403,0.329,354.360,3.394,-0.0648,0.6747,-0.6238,297.385,281.862,15.584,0.4656,0.3084,-0.3758,31.488,8.658,14.055,01-08 18:53:20.347
286,42.83458,0.2630,0.7663,-0.7424,0.074,352.204,0.683,-0.0657,0.6461,-0.6223,299.912,282.923,16.424,0.4772,0.3376,-0.3715,30.678,8.031,10.634,01-08 18:53:20.389
287,42.8763,0.2624,0.7676,-0.7444,359.454,349.847,357.816,-0.0715,0.6171,-0.6105,305.800,290.006,10.586,0.4892,0.3830,-0.3653,20.855,14.559,17.434,01-08 18:53:20.430
288,42.91793,0.2615,0.7676,-0.7466,359.410,347.357,354.889,-0.0817,0.5804,-0.5870,315.035,298.703,0.681,0.4938,0.4409,-0.3657,8.310,14.806,23.726,01-08 18:53:20.472
289,42.959,0.2606,0.7663,-0.7490,359.621,345.170,352.253,-0.0950,0.5333,-0.5568,328.350,305.210,353.026,0.4998,0.5007,-0.3712,2.467,13.001,17.272,01-08 18:53:20.514
290,43.00105,0.2604,0.7661,-0.7508,0.131,343.662,351.035,-0.1077,0.4702,-0.5241,344.330,309.772,343.722,0.5068,0.5647,-0.3887,351.500,16.020,14.982,01-08 18:53:20.555
291,43.04269,0.2597,0.7671,-0.7518,359.482,343.035,350.907,-0.1151,0.4035,-0.5010,359.014,310.415,334.765,0.5112,0.6243,-0.4188,336.172,22.164,13.005,01-08 18:53:20.596
292,43.08442,0.2602,0.7673,-0.7532,359.061,343.408,351.727,-0.1173,0.3428,-0.4854,15.221,316.405,331.353,0.5134,0.6727,-0.4567,324.450,29.031,4.203,01-08 18:53:20.638
293,43.1256,0.2599,0.7674,-0.7546,359.356,343.618,352.797,-0.1236,0.3014,-0.4826,30.890,316.337,340.400,0.5138,0.7096,-0.5046,312.874,40.039,347.217,01-08 18:53:20.680
294,43.16755,0.2612,0.7687,-0.7547,358.758,345.371,354.756,-0.1170,0.3002,-0.4799,24.477,320.650,331.247,0.5078,0.7120,-0.5474,306.374,47.508,337.826,01-08 18:53:20.722
295,43.20937,0.2622,0.7694,-0.7548,358.463,347.227,356.471,-0.1287,0.3088,-0.4760,26.064,318.463,331.243,0.5008,0.7055,-0.5724,303.145,49.284,334.935,01-08 18:53:20.764
296,43.25093,0.2627,0.7699,-0.7548,358.283,349.470,358.074,-0.1412,0.3339,-0.4726,23.899,316.891,325.293,0.4941,0.6891,-0.5811,302.917,45.023,337.988,01-08 18:53:20.805
297,43.29256,0.2643,0.7704,-0.7544,358.204,351.876,359.924,-0.1539,0.3785,-0.4690,15.855,315.377,325.198,0.4901,0.6689,-0.5785,305.870,39.946,341.731,01-08 18:53:20.847
298,43.33444,0.2645,0.7708,-0.7537,357.998,353.766,1.086,-0.1600,0.4313,-0.4689,7.144,315.113,324.920,0.4867,0.6405,-0.5609,311.606,33.177,348.829,01-08 18:53:20.889
299,43.37644,0.2658,0.7708,-0.7520,357.910,354.922,0.979,-0.1558,0.4907,-0.4765,357.650,315.410,328.461,0.4847,0.5973,-0.5225,322.672,25.923,358.715,01-08 18:53:20.931
300,43.41779,0.2667,0.7699,-0.7509,358.222,355.634,0.934,-0.1488,0.5384,-0.4887,348.277,314.179,330.899,0.4839,0.5499,-0.4875,335.345,21.095,3.980,01-08 18:53:20.971
301,43.45957,0.2682,0.7696,-0.7493,358.648,356.059,0.504,-0.1375,0.5812,-0.5060,337.408,311.258,336.187,0.4864,0.4943,-0.4543,350.938,18.751,5.453,01-08 18:53:21.014
302,43.50082,0.2701,0.7702,-0.7476,358.737,356.458,359.901,-0.1233,0.6126,-0.5259,328.535,307.831,342.102,0.4888,0.4362,-0.4284,5.277,19.251,6.484,01-08 18:53:21.055
303,43.54256,0.2723,0.7706,-0.7447,358.556,356.718,359.273,-0.1048,0.6132,-0.5432,325.893,307.277,346.432,0.4904,0.3929,-0.4290,8.230,23.176,8.807,01-08 18:53:21.096
304,43.58412,0.2748,0.7706,-0.7409,358.177,356.928,358.962,-0.0908,0.6100,-0.5525,324.334,306.087,349.230,0.4889,0.3638,-0.4289,10.427,24.927,13.829,01-08 18:53:21.138
305,43.62594,0.2784,0.7701,-0.7361,358.030,357.396,358.629,-0.0780,0.6012,-0.5559,324.004,305.778,352.609,0.4904,0.3473,-0.4317,13.703,23.885,10.486,01-08 18:53:21.179
306,43.668,0.2837,0.7688,-0.7305,358.367,358.536,358.469,-0.0653,0.5738,-0.5461,329.328,312.335,348.664,0.4921,0.3442,-0.4354,15.957,22.716,7.275,01-08 18:53:21.222
307,43.7094,0.2905,0.7666,-0.7248,359.122,0.458,358.134,-0.0540,0.5463,-0.5337,334.263,316.152,346.845,0.4944,0.3457,-0.4360,14.739,21.982,7.761,01-08 18:53:21.263
308,43.7514,0.2995,0.7649,-0.7189,359.611,3.752,357.421,-0.0440,0.5187,-0.5209,337.770,316.400,346.284,0.5020,0.3500,-0.4351,13.931,23.429,6.411,01-08 18:53:21.305
309,43.79306,0.3108,0.7634,-0.7141,0.457,8.430,357.594,-0.0337,0.4906,-0.5047,343.154,318.338,344.297,0.5111,0.3562,-0.4339,12.594,24.778,6.157,01-08 18:53:21.348
310,43.83452,0.3236,0.7627,-0.7102,0.736,14.666,358.558,-0.0224,0.4670,-0.4881,347.656,321.921,347.470,0.5232,0.3673,-0.4331,10.104,26.008,6.453,01-08 18:53:21.388
311,43.88144,0.3351,0.7622,-0.7067,1.106,20.740,359.287,-0.0081,0.4513,-0.4743,349.061,323.812,346.701,0.5364,0.3779,-0.4325,8.616,27.091,6.205,01-08 18:53:21.435
312,43.9179,0.3474,0.7616,-0.7040,1.372,27.122,359.882,0.0075,0.4433,-0.4610,349.407,324.694,346.487,0.5502,0.3885,-0.4328,7.172,28.510,5.819,01-08 18:53:21.472
313,43.95952,0.3587,0.7602,-0.7015,1.769,32.828,0.567,0.0219,0.4381,-0.4466,351.681,326.181,347.741,0.5641,0.3985,-0.4341,5.171,30.607,5.666,01-08 18:53:21.513
314,44.00129,0.3670,0.7596,-0.6985,1.956,37.192,1.676,0.0363,0.4375,-0.4324,352.344,326.568,346.623,0.5772,0.4071,-0.4373,3.810,32.158,4.997,01-08 18:53:21.556
315,44.04295,0.3734,0.7597,-0.6932,1.635,38.932,2.052,0.0503,0.4358,-0.4199,351.205,328.118,346.802,0.5891,0.4142,-0.4411,2.256,33.458,5.041,01-08 18:53:21.597
316,44.08452,0.3786,0.7589,-0.6881,1.630,39.147,2.272,0.0612,0.4344,-0.4082,351.915,328.701,347.820,0.6012,0.4207,-0.4457,0.896,34.618,4.010,01-08 18:53:21.638
317,44.12608,0.3831,0.7587,-0.6821,1.901,39.096,2.380,0.0725,0.4333,-0.3979,351.989,329.372,347.780,0.6135,0.4260,-0.4500,359.941,36.041,3.290,01-08 18:53:21.681
318,44.16782,0.3867,0.7577,-0.6756,1.582,38.304,2.338,0.0806,0.4355,-0.3920,351.161,329.865,348.403,0.6247,0.4278,-0.4535,0.227,37.515,2.957,01-08 18:53:21.722
319,44.20932,0.3896,0.7570,-0.6689,1.341,37.917,2.416,0.0860,0.4389,-0.3879,349.638,330.128,349.358,0.6347,0.4316,-0.4559,359.723,38.458,2.290,01-08 18:53:21.763
320,44.25117,0.3898,0.7565,-0.6624,1.804,36.824,2.814,0.0866,0.4413,-0.3845,348.922,329.878,350.256,0.6435,0.4362,-0.4570,359.026,40.133,1.439,01-08 18:53:21.805
321,44.29259,0.3889,0.7554,-0.6562,2.314,34.862,2.948,0.0824,0.4433,-0.3820,348.569,328.227,350.886,0.6495,0.4414,-0.4569,358.824,42.248,359.751,01-08 18:53:21.846
322,44.33445,0.3850,0.7553,-0.6497,2.375,31.611,2.841,0.0715,0.4465,-0.3818,349.373,325.804,352.450,0.6472,0.4478,-0.4535,358.696,41.121,356.213,01-08 18:53:21.888
323,44.37682,0.3780,0.7555,-0.6436,2.178,26.959,1.953,0.0609,0.4511,-0.3837,349.006,324.740,352.880,0.6386,0.4534,-0.4461,358.307,38.823,354.800,01-08 18:53:21.930
324,44.41773,0.3694,0.7568,-0.6390,2.177,22.166,1.519,0.0483,0.4562,-0.3883,348.136,323.159,353.570,0.6217,0.4584,-0.4342,355.615,35.520,358.876,01-08 18:53:21.971
325,44.4592,0.3563,0.7588,-0.6342,1.474,15.114,1.236,0.0331,0.4603,-0.3937,348.847,320.189,354.956,0.6067,0.4606,-0.4211,357.835,30.986,354.825,01-08 18:53:22.014
326,44.5009,0.3449,0.7616,-0.6324,1.412,8.574,0.807,0.0193,0.4635,-0.4021,348.420,318.227,353.656,0.5854,0.4637,-0.4058,357.334,26.826,353.543,01-08 18:53:22.055
327,44.5424,0.3313,0.7634,-0.6318,0.416,0.923,0.836,0.0058,0.4672,-0.4154,348.717,317.179,353.138,0.5590,0.4652,-0.3887,357.532,22.070,352.901,01-08 18:53:22.096
328,44.58413,0.3177,0.7645,-0.6329,0.030,353.049,0.243,-0.0088,0.4723,-0.4311,348.299,314.170,353.717,0.5333,0.4675,-0.3740,356.881,17.661,353.937,01-08 18:53:22.138
329,44.62578,0.3047,0.7656,-0.6345,359.354,345.292,0.033,-0.0226,0.4762,-0.4483,347.820,311.645,353.995,0.5090,0.4699,-0.3606,356.284,13.906,354.796,01-08 18:53:22.179
330,44.66777,0.2919,0.7656,-0.6384,359.104,337.260,0.208,-0.0389,0.4759,-0.4678,348.197,307.516,354.516,0.4879,0.4718,-0.3503,355.907,11.362,352.880,01-08 18:53:22.222
331,44.70956,0.2799,0.7653,-0.6432,359.088,329.757,359.973,-0.0550,0.4744,-0.4876,349.114,303.410,355.115,0.4663,0.4726,-0.3408,355.596,8.254,352.648,01-08 18:53:22.263
332,44.75074,0.2712,0.7650,-0.6485,359.226,323.842,359.843,-0.0689,0.4714,-0.5083,350.111,299.944,355.408,0.4449,0.4718,-0.3331,355.795,5.013,352.988,01-08 18:53:22.305
333,44.79255,0.2637,0.7649,-0.6538,359.355,318.503,0.200,-0.0808,0.4681,-0.5282,350.617,297.414,354.838,0.4236,0.4703,-0.3267,356.360,1.561,353.317,01-08 18:53:22.346
334,44.83467,0.2577,0.7650,-0.6584,359.087,314.571,0.745,-0.0916,0.4644,-0.5480,351.464,294.268,355.585,0.4038,0.4687,-0.3227,356.821,357.712,352.915,01-08 18:53:22.388
335,44.87652,0.2527,0.7642,-0.6624,359.057,311.206,0.773,-0.1019,0.4611,-0.5666,352.157,290.730,356.350,0.3863,0.4671,-0.3192,356.932,355.714,354.350,01-08 18:53:22.430
336,44.91805,0.2487,0.7630,-0.6656,359.350,308.719,0.929,-0.1100,0.4579,-0.5830,352.673,287.514,356.930,0.3713,0.4658,-0.3164,356.965,353.482,354.941,01-08 18:53:22.472
337,44.95958,0.2461,0.7618,-0.6672,359.840,306.806,1.156,-0.1168,0.4543,-0.5970,353.759,284.742,357.578,0.3586,0.4644,-0.3137,357.468,351.703,354.283,01-08 18:53:22.514
338,45.00102,0.2441,0.7607,-0.6677,0.366,306.063,1.600,-0.1208,0.4512,-0.6076,354.776,283.072,358.037,0.3480,0.4637,-0.3121,357.582,350.647,354.813,01-08 18:53:22.556
339,45.04245,0.2429,0.7602,-0.6673,0.539,306.190,1.795,-0.1215,0.4486,-0.6107,355.333,282.604,357.657,0.3417,0.4642,-0.3131,357.398,349.476,354.745,01-08 18:53:22.597
340,45.08414,0.2426,0.7609,-0.6659,359.952,306.398,1.654,-0.1219,0.4469,-0.6116,355.259,282.476,357.529,0.3370,0.4639,-0.3137,357.173,348.663,355.339,01-08 18:53:22.639
341,45.12591,0.2441,0.7590,-0.6639,0.827,307.443,1.709,-0.1212,0.4460,-0.6094,355.304,283.064,357.242,0.3341,0.4625,-0.3139,357.138,348.137,356.234,01-08 18:53:22.680
342,45.16778,0.2462,0.7604,-0.6592,0.771,310.272,1.243,-0.1202,0.4426,-0.6012,355.969,284.110,356.499,0.3384,0.4596,-0.3135,357.804,349.166,356.518,01-08 18:53:22.722
343,45.20961,0.2499,0.7606,-0.6538,0.737,313.455,1.067,-0.1178,0.4403,-0.5896,356.332,285.491,356.154,0.3449,0.4564,-0.3136,358.525,350.027,355.654,01-08 18:53:22.764
344,45.25087,0.2544,0.7606,-0.6481,0.766,317.445,0.874,-0.1132,0.4379,-0.5738,356.768,287.724,355.811,0.3545,0.4536,-0.3152,358.819,351.745,356.645,01-08 18:53:22.805
345,45.29302,0.2618,0.7600,-0.6408,1.104,322.891,0.988,-0.1065,0.4358,-0.5559,356.956,290.076,355.201,0.3663,0.4510,-0.3173,359.353,353.161,356.734,01-08 18:53:22.848
346,45.33472,0.2705,0.7598,-0.6342,1.335,329.480,1.429,-0.0945,0.4335,-0.5314,357.172,293.763,354.770,0.3826,0.4481,-0.3206,359.798,355.772,357.347,01-08 18:53:22.890
347,45.37671,0.2802,0.7598,-0.6286,1.418,336.040,1.531,-0.0795,0.4310,-0.5055,357.258,297.869,354.241,0.4004,0.4459,-0.3253,0.203,358.109,357.507,01-08 18:53:22.931
348,45.41803,0.2918,0.7601,-0.6238,1.330,342.811,1.295,-0.0621,0.4283,-0.4791,357.454,302.460,353.619,0.4200,0.4440,-0.3313,0.528,1.151,357.537,01-08 18:53:22.972
349,45.45972,0.3043,0.7598,-0.6204,1.394,349.936,1.365,-0.0426,0.4259,-0.4528,357.504,306.952,353.339,0.4403,0.4425,-0.3387,0.706,4.102,357.623,01-08 18:53:23.014
350,45.50087,0.3162,0.7601,-0.6179,1.344,356.582,1.268,-0.0208,0.4239,-0.4268,357.626,311.615,353.162,0.4615,0.4416,-0.3474,1.098,7.435,357.743,01-08 18:53:23.056
351,45.54258,0.3276,0.7599,-0.6179,1.377,2.863,1.001,0.0054,0.4221,-0.4014,357.872,316.193,352.702,0.4844,0.4430,-0.3589,0.765,10.902,358.330,01-08 18:53:23.097
352,45.5843,0.3380,0.7603,-0.6179,1.014,8.501,0.851,0.0324,0.4211,-0.3776,357.980,320.916,352.470,0.5083,0.4451,-0.3713,0.363,14.774,358.421,01-08 18:53:23.139
353,45.62582,0.3474,0.7595,-0.6195,0.833,13.788,0.967,0.0603,0.4212,-0.3557,357.726,325.602,352.736,0.5323,0.4477,-0.3845,359.666,18.545,358.755,01-08 18:53:23.180
354,45.66755,0.3548,0.7591,-0.6211,0.698,18.204,1.108,0.0912,0.4221,-0.3375,357.384,330.143,353.053,0.5569,0.4512,-0.4002,359.053,22.875,358.741,01-08 18:53:23.222
355,45.70929,0.3608,0.7584,-0.6227,0.747,22.433,1.050,0.1226,0.4233,-0.3211,356.531,334.849,353.283,0.5797,0.4539,-0.4169,358.677,27.131,358.592,01-08 18:53:23.263
356,45.75079,0.3649,0.7578,-0.6238,0.598,26.097,0.956,0.1542,0.4243,-0.3063,356.009,339.746,353.372,0.6002,0.4555,-0.4342,358.276,31.689,358.314,01-08 18:53:23.305
357,45.79248,0.3674,0.7578,-0.6248,0.713,29.617,0.897,0.1833,0.4250,-0.2943,355.608,343.984,354.068,0.6162,0.4555,-0.4515,358.248,35.804,358.452,01-08 18:53:23.347
358,45.83451,0.3687,0.7579,-0.6257,1.024,32.930,0.960,0.2107,0.4251,-0.2833,356.050,348.369,354.152,0.6285,0.4549,-0.4672,358.393,39.380,358.382,01-08 18:53:23.389
359,45.87601,0.3681,0.7582,-0.6255,0.970,35.890,0.782,0.2365,0.4265,-0.2735,356.054,353.137,353.073,0.6374,0.4538,-0.4809,359.249,43.069,358.200,01-08 18:53:23.430
360,45.91742,0.3677,0.7586,-0.6256,0.404,38.704,0.153,0.2596,0.4307,-0.2649,355.347,357.913,352.367,0.6426,0.4538,-0.4932,359.492,45.707,357.780,01-08 18:53:23.472
361,45.95934,0.3639,0.7602,-0.6243,0.586,41.517,359.223,0.2804,0.4363,-0.2566,354.139,2.330,351.965,0.6454,0.4547,-0.5035,358.945,48.236,357.834,01-08 18:53:23.513
362,46.00101,0.3605,0.7606,-0.6228,0.610,44.045,358.311,0.2966,0.4415,-0.2481,354.166,4.906,351.630,0.6460,0.4558,-0.5093,358.719,51.642,357.857,01-08 18:53:23.555
363,46.04264,0.3570,0.7619,-0.6205,0.535,46.432,357.761,0.3145,0.4470,-0.2422,353.869,8.810,350.745,0.6450,0.4583,-0.5146,358.588,54.115,356.677,01-08 18:53:23.597
364,46.08395,0.3528,0.7626,-0.6185,0.568,48.658,357.010,0.3324,0.4526,-0.2396,353.616,12.957,349.227,0.6416,0.4619,-0.5193,358.107,56.261,356.106,01-08 18:53:23.637
365,46.12583,0.3487,0.7632,-0.6162,0.225,50.800,356.403,0.3501,0.4586,-0.2401,352.547,17.802,347.697,0.6374,0.4659,-0.5231,357.301,57.467,355.285,01-08 18:53:23.680
366,46.16787,0.3450,0.7635,-0.6138,359.671,52.787,355.641,0.3654,0.4629,-0.2439,351.411,22.279,346.657,0.6328,0.4681,-0.5249,356.602,58.906,355.337,01-08 18:53:23.723
367,46.20935,0.3413,0.7622,-0.6114,359.553,54.905,355.328,0.3792,0.4652,-0.2462,350.807,25.163,346.530,0.6292,0.4685,-0.5267,356.277,60.585,354.904,01-08 18:53:23.764
368,46.25086,0.3375,0.7615,-0.6083,359.734,56.662,355.199,0.3928,0.4652,-0.2495,350.683,28.780,346.034,0.6250,0.4677,-0.5279,356.395,61.926,354.629,01-08 18:53:23.804
369,46.2923,0.3342,0.7604,-0.6055,359.780,58.586,355.130,0.4052,0.4647,-0.2526,350.858,31.467,346.397,0.6200,0.4672,-0.5300,356.146,63.026,354.484,01-08 18:53:23.847
370,46.33446,0.3320,0.7602,-0.6041,359.658,61.431,355.066,0.4167,0.4624,-0.2572,351.306,34.425,345.980,0.6144,0.4661,-0.5331,356.118,63.702,354.774,01-08 18:53:23.889
371,46.37635,0.3293,0.7602,-0.6020,359.423,64.453,355.276,0.4274,0.4609,-0.2619,351.664,37.543,346.751,0.6099,0.4651,-0.5386,355.865,65.087,354.710,01-08 18:53:23.930
372,46.41787,0.3269,0.7595,-0.5998,359.254,67.449,354.930,0.4382,0.4585,-0.2665,352.227,40.663,347.035,0.6074,0.4634,-0.5462,356.186,67.469,354.309,01-08 18:53:23.973
373,46.45962,0.3239,0.7583,-0.5966,359.495,70.369,354.625,0.4488,0.4563,-0.2714,352.319,43.609,346.729,0.6048,0.4614,-0.5545,356.486,69.910,354.297,01-08 18:53:24.013
374,46.50114,0.3212,0.7576,-0.5946,359.792,73.842,354.784,0.4583,0.4544,-0.2764,352.310,46.159,346.595,0.6018,0.4590,-0.5644,356.870,72.365,354.463,01-08 18:53:24.055
375,46.54286,0.3174,0.7562,-0.5924,0.354,77.101,355.487,0.4683,0.4527,-0.2821,352.482,48.940,346.889,0.5979,0.4571,-0.5747,357.084,74.753,354.972,01-08 18:53:24.097
376,46.58414,0.3133,0.7552,-0.5901,1.025,80.093,356.214,0.4777,0.4507,-0.2891,353.094,51.845,347.186,0.5939,0.4561,-0.5858,357.470,77.106,355.058,01-08 18:53:24.138
377,46.62588,0.3095,0.7549,-0.5871,1.319,82.975,356.437,0.4860,0.4495,-0.2963,353.615,54.507,348.804,0.5898,0.4562,-0.5973,357.521,79.660,354.928,01-08 18:53:24.180
378,46.66785,0.3052,0.7553,-0.5845,0.832,85.293,356.943,0.4935,0.4490,-0.3061,352.933,56.977,347.957,0.5855,0.4580,-0.6092,357.437,82.465,354.599,01-08 18:53:24.222
379,46.70919,0.3004,0.7544,-0.5822,1.199,87.565,357.417,0.5004,0.4492,-0.3152,353.274,59.649,349.491,0.5810,0.4601,-0.6201,357.141,85.240,354.332,01-08 18:53:24.264
380,46.75118,0.2959,0.7540,-0.5801,1.605,89.770,357.808,0.5070,0.4492,-0.3256,353.015,62.567,349.729,0.5758,0.4628,-0.6297,356.762,87.467,354.412,01-08 18:53:24.305
381,46.79282,0.2915,0.7536,-0.5784,1.840,91.897,358.111,0.5134,0.4494,-0.3358,352.912,65.160,349.846,0.5703,0.4659,-0.6382,356.271,89.422,354.732,01-08 18:53:24.347
382,46.83477,0.2871,0.7539,-0.5772,1.634,94.398,358.364,0.5186,0.4506,-0.3460,352.707,67.504,350.470,0.5645,0.4697,-0.6454,355.818,90.685,354.969,01-08 18:53:24.388
383,46.87605,0.2823,0.7533,-0.5776,1.536,97.137,358.711,0.5231,0.4522,-0.3556,352.184,69.356,350.785,0.5590,0.4733,-0.6523,355.140,92.253,355.289,01-08 18:53:24.430
384,46.91789,0.2778,0.7523,-0.5763,1.946,99.351,359.168,0.5266,0.4536,-0.3652,352.367,71.833,352.024,0.5541,0.4767,-0.6591,354.720,93.800,355.187,01-08 18:53:24.472
385,46.95978,0.2740,0.7527,-0.5749,1.558,101.206,359.133,0.5296,0.4545,-0.3751,352.203,74.343,352.479,0.5491,0.4799,-0.6656,354.213,95.380,355.122,01-08 18:53:24.513
386,47.00167,0.2700,0.7528,-0.5735,1.133,102.442,358.973,0.5315,0.4550,-0.3833,351.554,75.745,351.770,0.5445,0.4827,-0.6705,353.535,96.642,355.277,01-08 18:53:24.556
387,47.04293,0.2662,0.7526,-0.5716,1.024,103.477,359.227,0.5333,0.4556,-0.3904,351.556,77.597,352.356,0.5404,0.4844,-0.6747,353.422,97.448,355.388,01-08 18:53:24.596
388,47.08448,0.2633,0.7529,-0.5696,0.707,103.995,359.376,0.5345,0.4560,-0.3960,351.441,78.679,352.351,0.5370,0.4854,-0.6776,353.262,98.118,355.903,01-08 18:53:24.639
389,47.1263,0.2609,0.7533,-0.5669,0.316,104.215,359.515,0.5351,0.4563,-0.4008,351.267,79.739,352.460,0.5342,0.4864,-0.6802,353.089,98.801,356.153,01-08 18:53:24.681
